tid,$\Delta_{vina}\mathrm{RF}$,3D-GNN,DeepDTA,Denvis-G,Denvis-R,DrugCLIP,EquiScore,Flexx,GNINA,GenScore,Glide SP,Gold,Kdeep,LigUnity,LigUnity(seq),NNscore 2.0,OnionNet,PIGNet,Pafnucy,Pocket-DTA,RFscore v4,RTMScore,Sequece-DTA,Surflex,TANKBind,Vina
PLK1,0.121515012,0.247731789799915,0.0,0.51,0.6,0.581232677549559,0.600688488,0.19,0.61,0.771996226460184,0.701214747246676,0.49,0.484162235488952,0.8007969651486053,0.1921426602297936,0.09693443,0.122161499,0.17017140555224,0.223953167,0.11345705222236334,0.046476323,0.789153035645435,0.011363844993326221,0.07,0.293539081336062,0.03
PNPH,0.321978955,0.776128693503292,0.3,0.97,0.88,0.7892455468328163,0.718419273,0.17,0.57,0.86939261059663,0.619206461738306,0.47,0.661595261967004,0.9986385040981003,0.9480749569916755,0.150329536,0.162966387,0.763772367058752,0.562820006,0.6007742239436403,0.140827991,0.843399371219941,0.4126133176297765,0.18,0.610773540553812,0.2
PPARA,0.145214125,0.247230905038745,0.04,0.84,0.41,0.8689451005389198,0.458568722,0.1,0.11,0.460250940963667,0.479043002969072,0.34,0.0656292307486825,0.4458866087473431,0.4257361720851016,0.1248454,0.022368793,0.194125185475811,0.033095946,0.21449474399651344,0.175745068,0.644128026803509,0.02918636930009864,0.26,0.149993426245248,0.14
PPARD,0.076280509,0.384861874343163,0.07,0.86,0.62,0.6919919972857206,0.405948695,0.04,0.08,0.542671784596727,0.412155439057217,0.24,0.137755842142365,0.1876038137843757,0.08732077332018649,0.078314046,0.013654949,0.152311467964842,0.117691155,0.08411374978840452,0.231497938,0.578609863549955,6.484290595745268e-05,0.24,0.0734830767854965,0.05
PPARG,0.069572352,0.216704716945993,0.03,0.78,0.18,0.7581171891764784,0.523746867,0.04,0.12,0.43633162022598,0.474388587215834,0.34,0.0559080144267637,0.13065601861760234,0.06250865561554612,0.091477536,0.043846708,0.135769108792441,0.146243392,0.08215672074406942,0.124529313,0.560693914462423,0.026883259633369083,0.11,0.18771444321144,0.13
PRGR,0.26738783,0.40947386751561,0.07,0.4,0.19,0.4167158133561313,0.414025713,0.09,0.32,0.469397627986218,0.542075505470008,0.07,0.285332056223658,0.5987278579558868,0.569964966256051,0.078007324,0.063423794,0.160869723555483,0.175426444,0.3442784946976452,0.157712467,0.362855398780411,0.26754767250494754,0.08,0.522880906348492,0.22
PTN1,0.591844073,0.31071907381308,0.03,0.42,0.28,0.4989985675745406,0.490549509,0.28,0.45,0.547172171174223,0.511522839439338,0.66,0.204661994031694,0.7921570501052407,0.4508319131963604,0.058923839,0.103625422,0.445522143289897,0.254716171,0.47779235652060564,0.319007334,0.630184530746914,0.3024009865550369,0.23,0.422219437457221,0.45
PUR2,0.07046227,0.88486342648551,0.16,1.0,0.29,0.998200402193995,0.673403588,0.98,0.92,0.969400078009772,1.02588848389305,0.95,0.910301679275344,0.9806161084386067,0.7650422764169263,0.003899429,0.001836409,0.778768440076654,0.281650081,0.16801858810204,0.055632944,1.02578077352867,0.13818860731432903,0.98,0.774865756119536,0.15
PYGM,0.17315248,0.0584178979942621,0.03,0.0,0.02,0.018880405186932875,0.044126751,0.13,0.08,0.0702513992818643,0.0420177628890022,0.19,0.0085623903895915,0.48918708913590714,0.5772233762631696,0.045614095,0.097830513,0.0884103203926539,0.126820866,0.09349201468193198,0.072374493,0.065724223906398,0.16787332565164892,0.01,0.0005207785287815,0.04
PYRD,0.402358843,0.0292656868724118,0.0,0.02,0.02,0.08907333272968886,0.347932828,0.49,0.34,0.338199152098279,0.614023359166972,0.52,0.393313888492192,0.8748773259897067,0.8804271985573103,0.123816146,0.00677101,0.349869236477942,0.177611354,0.4523537632637167,0.103493982,0.309212548712284,0.24838507860446762,0.25,0.0052500776331886,0.34
RENI,0.144166643,0.384125261997661,0.01,0.26,0.07,0.36416749241107493,0.10010436,0.21,0.15,0.438725205142056,0.456871360876909,0.44,0.113464980043111,0.37753079705525366,0.21923582344090548,0.044388905,0.025146947,0.313295815249009,0.098693829,0.2979285516294035,0.237162464,0.437314332205273,0.40477235690490726,0.56,0.172108580963819,0.11
ROCK1,0.098507479,0.63235080310866,0.06,0.35,0.4,0.44588215370246276,0.738107088,0.39,0.29,0.655968027868699,0.499134101330521,0.24,0.268886354262164,0.8508439233297794,0.41326612297163945,0.036317181,0.103551511,0.350215089792941,0.266545291,0.4299590594976216,0.105224352,0.767295616641928,0.18688114027536334,0.06,0.124417153624751,0.1
RXRA,0.310212343,0.507538400310286,0.05,0.83,0.44,0.8646798732851362,0.288077939,0.24,0.58,0.9095741012659,0.873517903175235,0.52,0.518007186039706,0.8401407531217817,0.02272657174742811,0.123876928,0.018580438,0.333722298417787,0.141201535,0.4040442971782843,0.182115868,0.912836563796414,0.013703700147769116,0.53,0.12636721473407,0.51
SAHH,0.578012173,0.787544044360783,0.0,0.23,0.01,0.029851720565135183,0.892254569,0.58,0.04,0.428353511645431,0.946485509653365,0.69,0.620546686776897,0.9899828237252379,0.06374984396445879,0.776026818,0.126580213,0.766417683547296,0.125953796,7.552522873413701e-07,0.01777359,0.967106034323062,9.620957369183802e-06,0.87,0.149418443560637,0.41
SRC,0.095423073,0.287197644111766,0.06,0.82,0.76,0.14728054926072381,0.42311585,0.24,0.27,0.458235217916215,0.321461359473517,0.24,0.150206988369439,0.6655413650772171,0.27396328669394854,0.032779268,0.03829754,0.347969905562972,0.225791004,0.6423009860321782,0.046011619,0.492584664572504,0.12849403436091475,0.14,0.541056274882945,0.09
TGFR1,0.282864991,0.330581840577714,0.14,0.82,0.5,0.6844307014071278,0.428860285,0.43,0.47,0.847796416160724,0.655229490607415,0.6,0.262010159600516,0.9852001271970894,0.8970748330835627,0.272186826,0.05689356,0.71587311459811,0.31153743,0.835539368001886,0.01674249,0.885890835518268,0.7298904090995056,0.29,0.485360867293263,0.23
THB,0.614132098,0.375953265883674,0.02,0.76,0.0,0.7129895350700212,0.397240926,0.28,0.54,0.532462480490759,0.562323358043966,0.46,0.346144507414611,0.8894278559086257,0.8344778325581453,0.151163945,0.041529815,0.793778121841049,0.463872638,0.7976226758528167,0.257472558,0.744202201289354,0.6100710764064555,0.31,0.580939047454952,0.43
THRB,0.144891429,0.627133026022777,0.06,0.88,0.59,0.6641814634478139,0.611476031,0.55,0.57,0.63028406144058,0.583280451975061,0.53,0.226649282432099,0.8846523130889805,0.5834093520051321,0.112530904,0.125676174,0.5964834376193,0.049848312,0.5472849049077956,0.102816956,0.797952486829933,0.33388382961821667,0.48,0.563743975956049,0.07
TRY1,0.128950283,0.646723016624903,0.09,0.89,0.7,0.38526093051106597,0.613587869,0.78,0.43,0.492226077640096,0.443831558991109,0.67,0.466249231517531,0.7781424264496449,0.11392228638548493,0.042820126,0.108180829,0.567995644017238,0.022799012,0.35910675763016464,0.134370686,0.752663782636146,0.058127464884466705,0.68,0.324582215921496,0.07
TRYB1,0.147397843,0.461620154994811,0.03,0.28,0.29,0.3728798637910544,0.777965398,0.45,0.07,0.232877461469438,0.372458385916395,0.6,0.175802209526973,0.48636926767580907,0.37483069672884567,0.041959593,0.05859483,0.344858533813628,0.157923935,0.2834915919970632,0.243379545,0.392885989514887,0.11670357630304654,0.38,0.193014267916993,0.16
TYSY,0.400889218,0.333454809681103,0.07,0.73,0.0,0.502657857450199,0.198247879,0.32,0.49,0.163842988394318,0.511668520280672,0.7,0.276411547679645,0.9256691429650156,0.9210867122646321,0.123163948,0.045642277,0.445575424110623,0.157046949,0.45760865535311174,0.326427385,0.366677762575534,0.793401321219471,0.42,0.0946102385697418,0.36
UROK,0.319672838,0.852735622235606,0.06,0.8,0.73,0.7111756818194941,0.572495067,0.7,0.25,0.676807870280349,0.753872420988476,0.66,0.606428619100269,0.6265685170036144,0.16477424447114278,0.029400643,0.059937066,0.82915809611284,0.057261238,0.03410512130590454,0.067077018,0.835069910734271,0.0012597337465231327,0.23,0.300809955376418,0.15
VGFR2,0.224289109,0.264996474001213,0.08,0.59,0.6,0.3885917973365043,0.488092211,0.5,0.38,0.40375978995706,0.381893386068439,0.35,0.342179840611263,0.8518889646682469,0.6084895454046819,0.07499969,0.076162363,0.310381861716949,0.178397979,0.795184420442474,0.039875793,0.398219601435617,0.6857669701229823,0.08,0.4826870955141,0.28
WEE1,0.933471638,0.805583014609156,0.0,0.93,0.25,0.8923702795920448,0.958846582,0.65,0.84,0.989761451044732,1.00833224618869,0.89,0.947821792998028,0.9946992618581634,0.9481227309432667,0.612931306,0.038399325,0.974913235068839,0.727319971,0.9196425981859763,0.84802132,1.0057108753263,0.8090369047203955,0.78,0.368817364250135,0.81
XIAP,0.606292078,0.684426643750628,0.0,0.56,0.29,0.8389767509929026,0.759395542,0.58,0.59,0.506501410852075,0.810224875101246,0.5,0.556423242493609,0.922368035765678,0.6997151103289132,0.139350301,0.015201975,0.747922086958079,0.047301422,0.061582967912522664,0.353230912,0.932643400252707,0.1011612913856621,0.64,0.761106456297169,0.16
