tid,$\Delta_{vina}\mathrm{RF}$,3D-GNN,DeepDTA,Denvis-G,Denvis-R,DrugCLIP,EquiScore,Flexx,GNINA,GenScore,Glide SP,Gold,Kdeep,LigUnity,LigUnity(seq),NNscore 2.0,OnionNet,PIGNet,Pafnucy,Pocket-DTA,RFscore v4,RTMScore,Sequece-DTA,Surflex,TANKBind,Vina
PNPH,0.859327414,0.753315229179283,0.83,1.0,0.99,0.9825799021019308,0.868580015,0.74,0.91,0.951311998568124,0.939817632597294,0.94,0.780649492795324,0.9999650563710621,0.9958598788434516,0.775498773,0.560397539,0.849344037853229,0.872567568,0.883634920146847,0.601351605,0.940783305525139,0.851759341829809,0.68,0.913316300068923,0.88
PPARA,0.708068342,0.657119306513627,0.5,0.95,0.87,0.9748027419671061,0.782358441,0.75,0.76,0.878657619650211,0.883373923711754,0.85,0.61196884581115,0.9252075816625795,0.9323180335847469,0.743153775,0.44664276,0.747014823606365,0.546223141,0.8532532632414632,0.694843749,0.899724612845427,0.6894013635207239,0.86,0.679151238748472,0.86
PPARD,0.64658704,0.775651912572715,0.52,0.96,0.93,0.9106103899638226,0.851697526,0.68,0.74,0.887048614801859,0.88060707736609,0.84,0.70825140243038,0.901944036247884,0.8530094293411835,0.720091522,0.445312995,0.74075064459354,0.666861409,0.8205009932783005,0.683574881,0.906590521836881,0.5407689743380444,0.85,0.733952849227929,0.76
PPARG,0.668786758,0.660829736364466,0.51,0.92,0.84,0.9246043762876268,0.807007883,0.67,0.74,0.857977784851597,0.875950026345927,0.84,0.60444100021725,0.8468813813238888,0.82491125151455,0.72681315,0.50039833,0.737806718624721,0.649381449,0.7465249500274065,0.646266039,0.860903508443161,0.5692994431230597,0.79,0.694377652201274,0.79
PRGR,0.732195845,0.829854947068169,0.62,0.9,0.82,0.8518610194833871,0.819571457,0.68,0.8,0.886820353248593,0.911684430092592,0.64,0.838249613670813,0.9110996284701398,0.8920333378855136,0.675756695,0.619714839,0.738688530720962,0.709669518,0.6439686808415309,0.737205313,0.841609186695724,0.5325703578031661,0.63,0.900517382720041,0.67
PTN1,0.849782239,0.671269804255756,0.58,0.76,0.62,0.7376900792682447,0.729842909,0.82,0.81,0.825356260439866,0.842922423092984,0.91,0.769637605163849,0.884941158992796,0.8495177053598884,0.695004084,0.608466338,0.875602353374949,0.7012721,0.7412895147341413,0.742649671,0.822398298301781,0.7944894255971919,0.85,0.823144435591556,0.83
PUR2,0.705244915,0.914386555680273,0.87,1.0,0.94,0.9999481481481481,0.91859763,1.0,1.0,0.996962879640045,0.999887514060742,1.0,0.880102466076172,0.9993481481481481,0.9816592592592607,0.685507681,0.103846923,0.911394257306172,0.784167398,0.801896296296297,0.808215994,0.999855018122734,0.8656370370370382,1.0,0.942603871524292,0.91
PYGM,0.574132202,0.540718512961574,0.42,0.62,0.43,0.31990552507269876,0.656980034,0.74,0.51,0.653880512378333,0.685405340621951,0.8,0.515005944468573,0.7229174068079712,0.6662127133251641,0.536685707,0.579261043,0.538747625502867,0.521383635,0.5815800207897522,0.591368237,0.631475334884717,0.5682706351399465,0.55,0.561537153132138,0.6
PYRD,0.838800126,0.515020509908255,0.53,0.59,0.67,0.7750331727076079,0.676242928,0.83,0.73,0.82966601975019,0.852118279520245,0.85,0.759556896511017,0.9722843774007257,0.9740386898526405,0.707430588,0.573490609,0.774724038904829,0.637835529,0.7940736084921781,0.763389021,0.812347024261163,0.7346811928207376,0.77,0.592003573487319,0.83
RENI,0.569772893,0.61597518827631,0.62,0.83,0.74,0.6232325270303157,0.69278664,0.73,0.75,0.693021954153578,0.832798681191383,0.85,0.484578698742812,0.8575159749707768,0.8814673756826765,0.590841999,0.51787078,0.695854902730195,0.419462262,0.7318554182236604,0.628933805,0.664409246511766,0.7486816503416421,0.9,0.865962232879757,0.66
ROCK1,0.721450487,0.705719001148106,0.65,0.88,0.83,0.839963492063476,0.890267413,0.91,0.85,0.91194936603762,0.836822147497034,0.9,0.783841609261385,0.9741507936508258,0.8380603174603501,0.657200376,0.728309175,0.769082472254114,0.806977134,0.9096793650793155,0.7358197,0.931386108543798,0.792485714285731,0.74,0.686635474514262,0.72
RXRA,0.755484827,0.82065953350892,0.65,0.95,0.94,0.9810632105002921,0.853928697,0.8,0.93,0.985012032293122,0.968816953889147,0.82,0.886517966248511,0.9684079301444466,0.8421363062222613,0.789591643,0.537098936,0.818294313769882,0.655499839,0.9462848042177625,0.653985367,0.989585597474512,0.5597704431874537,0.84,0.776751736284654,0.81
SAHH,0.820532392,0.928887681547574,0.32,0.9,0.84,0.8836193605691995,0.978345908,0.91,0.75,0.922066932611748,0.989380794301708,0.89,0.906502043127592,0.9995075637290772,0.8747278944437484,0.932671106,0.577117054,0.920595797431934,0.650873065,0.3393714304123093,0.610771464,0.995645071802072,0.34394602530294077,0.91,0.720556193978396,0.8
SRC,0.668404926,0.568123289326259,0.72,0.93,0.93,0.5360887621443595,0.784995249,0.8,0.84,0.818502921657342,0.810560512699699,0.77,0.750102244892969,0.9285639047430375,0.8165770298402868,0.523814989,0.576840452,0.77155752753978,0.694721503,0.93136276891052,0.675035562,0.787789133568109,0.8181818181816782,0.62,0.822690666739984,0.65
TGFR1,0.8122773,0.579808100417653,0.71,0.99,0.94,0.8998364170374258,0.736540115,0.89,0.93,0.983712882783049,0.962359992636415,0.96,0.829534143525785,0.9996060908097888,0.9889413314307679,0.774949541,0.765526387,0.863015484738362,0.815753421,0.9640471557985049,0.742321673,0.989621798134317,0.9518501339291784,0.77,0.88042189779922,0.9
THB,0.816179822,0.779792710463931,0.51,0.92,0.71,0.9334593080080884,0.821667198,0.83,0.88,0.843432678313037,0.862707802335755,0.91,0.864162178729367,0.9189365999870552,0.9165048543689168,0.746809655,0.437238933,0.870011196387132,0.824551988,0.9030924610673866,0.620665153,0.885148129831814,0.8501309702222284,0.87,0.918492211884886,0.82
THRB,0.727207544,0.792670206156223,0.66,0.99,0.96,0.9644528802119734,0.86116042,0.88,0.92,0.916472553291039,0.897028681823441,0.85,0.750549140484792,0.9873020004818376,0.9292676146859379,0.722938378,0.665965069,0.857353639932978,0.507924461,0.907201012291961,0.744000546,0.949555817168398,0.8434651723304672,0.88,0.93541904464171,0.77
TRY1,0.719733007,0.744661947133938,0.74,0.98,0.95,0.8827188212067475,0.837185494,0.9,0.89,0.890420537579444,0.862595863096893,0.88,0.750847104244233,0.9538649249427773,0.821636960328959,0.724129048,0.658674419,0.825105031470929,0.358946717,0.9124791484015385,0.748453208,0.916966770590737,0.7930403355975663,0.94,0.893605627050322,0.8
TRYB1,0.776042778,0.808371459694989,0.67,0.73,0.87,0.9167576756827597,0.962656396,0.86,0.66,0.652525928484394,0.850860245229254,0.9,0.698385854341737,0.8255286475176785,0.8461700225137057,0.741359711,0.636706708,0.890970666044195,0.693719265,0.7913092574724635,0.720576953,0.706092474263401,0.740471444374922,0.91,0.812804370325985,0.71
TYSY,0.764079489,0.675963550360634,0.71,0.89,0.56,0.8640941948633624,0.725332587,0.84,0.87,0.810042944077033,0.913682267182345,0.94,0.691305046156474,0.9883671411875475,0.9890283773726626,0.631056096,0.342442751,0.780365398948766,0.653464954,0.9358260758353648,0.621983476,0.849476801597628,0.9810010245079239,0.84,0.573194806965601,0.87
UROK,0.828066608,0.873013161407884,0.72,0.98,0.95,0.9668622256341455,0.870327858,0.93,0.82,0.917592646598187,0.896720132205696,0.91,0.856757694118036,0.9479655093690136,0.7315686613932556,0.758021158,0.657529342,0.922118989421878,0.585231402,0.8226095769955486,0.701335271,0.931253685881857,0.6308978151083556,0.76,0.884515213627982,0.77
VGFR2,0.687289904,0.550084686698536,0.7,0.82,0.94,0.5929128681008242,0.750576194,0.85,0.83,0.639519286414363,0.730217759210118,0.82,0.726030272914314,0.951675420423597,0.8362351226650244,0.686119688,0.606113809,0.660862605047386,0.743109068,0.9236724492693176,0.613500033,0.62656942538258,0.8894233106608425,0.69,0.875360769090083,0.77
WEE1,0.969549616,0.974964605607047,0.49,1.0,0.91,0.9773373001826694,0.978473502,0.96,0.96,0.998351629861931,0.999850197511324,0.98,0.984787597708887,0.9996348840398089,0.9968542629281344,0.945375252,0.750949839,0.983352657514032,0.947908557,0.9982924052691494,0.913559227,0.999736760119537,0.9951211579118557,0.95,0.916444079254694,0.96
XIAP,0.734927081,0.928939936503249,0.58,0.91,0.89,0.9454951456310828,0.886218067,0.91,0.89,0.840639690380623,0.865162183815033,0.94,0.813987436011026,0.9441766990291018,0.9178796116504563,0.803228521,0.545409868,0.901637717808624,0.420059928,0.805586407766913,0.819369586,0.944516239853027,0.9019941747572114,0.9,0.92648923857368,0.73
